year_of_build,description,date,rieltor,district,num_of_rooms,floor_of_flat,sum_of_floors,area_of_flat,PRICE
1972,кирпичный,06.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,5,30.0,15500000
1965,блочный,06.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,5,33.0,11900000
1980,панельный,06.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,5,32.0,12500000
2021,блочный,05.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,4,39.0,13900000
2022,кирпичный,05.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,12,68.6,32400000
2011,кирпичный,05.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,12,14,101.5,45500000
2016,кирпичный,05.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,6,70.0,25000000
2023,кирпичный,02.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,10,12,54.91,18500000
2011,кирпичный,02.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,6,54.3,22500000
2021,монолитный,02.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,11,12,39.57,13400000
2022,кирпичный,02.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,11,12,39.57,13500000
2011,кирпичный,01.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,10,66.4,28450000
2022,монолитный,01.07.23,"Компания ""Этажы"" ",Сарыарка,4.0,3,7,104.7,31900000
1986,блочный,01.07.23,"Компания ""Этажы"" ",Сарыарка,4.0,5,5,72.0,25400000
2016,кирпичный,01.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,34.5,14000000
2011,кирпичный,29.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,14,80.0,33000000
2021,блочный,28.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,9,64.6,21000000
2010,кирпичный,26.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,9,35.4,17500000
2008,монолитный,24.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,18,90.0,32000000
1983,панельный,24.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,50.0,19400000
2013,кирпичный,24.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,61.0,25000000
2017,блочный,23.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,18,18,63.0,26400000
1960,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,5,32.0,12350000
2011,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,38.2,14900000
1962,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,46.5,13400000
2015,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,9,58.0,27500000
2004,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,71.7,33400000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,12,39.0,18200000
2015,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,11,50.5,21900000
2022,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,10,81.1,30500000
2012,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,4.0,10,12,93.0,43500000
2018,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,10,33.2,14500000
2021,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,12,73.0,30300000
2004,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,4.0,2,5,105.2,35000000
2014,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,10,50.0,24400000
1978,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,44.4,17400000
1988,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,11,12,63.5,25500000
2007,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,13,13,82.0,25000000
2007,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,12,16,44.5,19000000
1962,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,30.0,13700000
2020,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,12,38.9,17500000
2009,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,18,37.5,15000000
2000,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,8,16,90.0,45000000
2012,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,6,55.0,18400000
2018,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,17,33.6,13400000
2019,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,10,10,81.8,40400000
1992,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,6,60.0,30000000
2015,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,9,36.0,16000000
2000,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,24.0,8000000
2020,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,12,52.5,25900000
2023,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,12,38.08,16380000
2010,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,50.0,25000000
2010,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,33.7,16800000
2021,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,8,11,104.0,43500000
2006,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,9,105.2,43500000
2015,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,9,49.0,22000000
1964,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,5,43.0,15950000
2022,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,10,48.92,22000000
2018,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,14,34.0,17000000
2018,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,6,28.0,11400000
1998,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,89.2,29950000
2011,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,10,34.9,15500000
1964,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,5,31.0,14000000
2000,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,87.0,38900000
2006,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,10,16,80.0,45500000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,12,42.1,18700000
1978,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,4.0,4,5,60.3,28400000
1999,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,25,25,89.7,27900000
2016,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,39.2,15400000
1998,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,9,9,97.0,40000000
2015,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,9,66.6,34000000
1980,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,9,12,60.4,27000000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,12,50.2,24400000
2009,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,15,49.7,20400000
2020,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,8,9,65.0,30000000
2019,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,10,45.9,22000000
2020,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,12,61.6,19000000
2012,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,14,54.1,18400000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,12,12,44.7,17500000
2010,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,9,36.0,14700000
2011,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,37.0,16800000
1968,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,62.2,22000000
2008,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,14,60.0,22400000
1982,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,5,60.0,21500000
1964,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,44.5,20500000
1986,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,5,59.2,31000000
1973,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,9,44.0,20400000
2012,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,16,16,78.0,24500000
2015,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,9,52.0,18500000
2010,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,10,10,34.0,9200000
2012,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,14,77.0,30000000
2021,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,16,36.2,24500000
1986,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,5,29.0,11400000
1994,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,50.0,16500000
2010,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,11,18,136.0,45000000
2013,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,10,65.0,27500000
2020,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,9,41.6,20500000
1986,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,41.7,13500000
1967,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,40.0,12900000
2010,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,6,37.2,16000000
2011,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,10,62.7,23500000
1973,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,61.4,28000000
2009,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,12,49.0,20500000
2010,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,55.0,22500000
1968,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,5,32.6,12000000
2020,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,22,51.01,25500000
2014,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,9,48.0,20800000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,13,42.0,14990000
2010,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,10,45.5,17900000
2016,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,4.0,2,13,86.8,33000000
1967,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,31.0,9400000
2021,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,12,53.9,24000000
1969,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,43.0,14000000
1970,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,5,15.0,6500000
1970,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,18.0,7500000
2019,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,10,47.0,28500000
2017,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,12,12.0,6900000
2021,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,10,11,56.15,24000000
2015,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,17,32.4,14900000
2012,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,11,36.0,16000000
2021,блочный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,13,54.0,20500000
2007,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,12,12,125.0,49000000
1982,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,58.8,22450000
1985,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,5,18.0,8000000
2017,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,6,13,76.5,37000000
2021,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,10,12,76.1,40400000
1976,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,5,97.0,29000000
1989,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,3,52.8,15500000
1965,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,4,56.0,17450000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,12,39.3,14500000
2008,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,9,12,74.0,30000000
2020,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,9,87.0,49700000
1992,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,6,60.7,18500000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,11,41.7,15600000
2007,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,12,90.0,42000000
2012,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,6,54.4,22000000
2018,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,6,26.0,8500000
2016,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,6,36.0,15000000
1995,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,9,62.4,22500000
2022,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,12,63.0,22400000
1979,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,3,76.2,37000000
1976,панельный,22.06.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,30.5,13000000
2006,монолитный,22.06.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,77.3,43000000
2016,кирпичный,22.06.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,10,95.0,39980000
